"Id","MSZoning","LotArea","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","MasVnrType","MasVnrArea","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","TotalBsmtSF","HeatingQC","Electrical","2ndFlrSF","GrLivArea","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageQual","GarageCond","PavedDrive","PoolQC","SaleCondition","SalePrice","stFlrSF","Baths"
724,"RL",8172,"Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin","4","6",1954,1972,"Gable","CompShg","None",0,"TA","TA","No","Unf",0,"Unf",941,"Ex","SBrkr",473,1470,"TA",7,"Typ",0,"None","Detchd","Unf",1,"TA","TA","Y","None","Normal",135000,997,2
725,"RL",13286,"Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story","9","5",2007,2008,"Hip","CompShg","Stone",340,"Ex","TA","No","GLQ",1234,"Unf",1698,"Ex","SBrkr",0,1698,"Ex",8,"Typ",1,"Gd","Attchd","Fin",3,"TA","TA","Y","None","Normal",320000,1698,3
726,"RL",6960,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","4","6",1970,1970,"Gable","CompShg","None",0,"TA","TA","No","ALQ",375,"BLQ",864,"TA","SBrkr",0,864,"Gd",5,"Typ",0,"None","Detchd","Unf",2,"TA","TA","Y","None","Normal",120500,864,1
727,"RL",21695,"Corner","Gtl","Crawfor","Norm","Norm","1Fam","1Story","6","9",1988,2007,"Hip","CompShg","BrkFace",260,"Gd","TA","No","GLQ",808,"Unf",880,"Ex","SBrkr",0,1680,"Gd",5,"Typ",1,"Gd","Attchd","Fin",2,"TA","TA","Y","None","Normal",222000,1680,3
728,"RL",7314,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","7","5",2007,2007,"Gable","CompShg","Stone",82,"Gd","TA","Av","GLQ",724,"Unf",1232,"Ex","SBrkr",0,1232,"Gd",6,"Typ",0,"None","Attchd","RFn",2,"TA","TA","Y","None","Normal",194500,1232,3
729,"RL",11475,"Corner","Gtl","NAmes","Norm","Norm","Duplex","1Story","5","5",1958,1958,"Gable","CompShg","BrkFace",95,"TA","TA","No","Unf",0,"Unf",1584,"TA","SBrkr",0,1776,"TA",9,"Typ",0,"None","Detchd","Unf",3,"TA","TA","Y","None","Abnorml",110000,1776,3
730,"RM",6240,"Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin","4","5",1925,1950,"Gable","CompShg","None",0,"TA","TA","No","BLQ",152,"Unf",780,"TA","FuseA",0,1208,"TA",5,"Typ",0,"None","Detchd","Unf",2,"TA","TA","Y","None","Normal",103000,848,1
731,"RL",5389,"Inside","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story","8","5",1995,1996,"Gable","CompShg","None",0,"Gd","TA","No","GLQ",1180,"Unf",1595,"Ex","SBrkr",0,1616,"Gd",5,"Typ",1,"TA","Attchd","RFn",2,"TA","TA","Y","None","Normal",236500,1616,3
732,"RL",9590,"Corner","Gtl","Timber","Norm","Norm","1Fam","SLvl","7","5",2003,2003,"Gable","CompShg","BrkFace",442,"Ex","TA","Av","GLQ",786,"Unf",868,"Ex","SBrkr",0,1146,"Gd",6,"Typ",1,"Gd","Attchd","Fin",2,"TA","TA","Y","None","Normal",187500,1146,3
733,"RL",11404,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story","7","5",1998,1999,"Gable","CompShg","BrkFace",202,"Gd","TA","Av","ALQ",252,"Unf",1153,"Ex","SBrkr",878,2031,"Gd",8,"Typ",1,"TA","Attchd","Fin",2,"TA","TA","Y","None","Normal",222500,1153,2.5
734,"RL",10000,"Corner","Gtl","Sawyer","Feedr","Norm","1Fam","1Story","5","6",1961,1983,"Hip","CompShg","None",0,"TA","TA","No","BLQ",594,"Unf",864,"Ex","SBrkr",0,1144,"TA",6,"Typ",1,"TA","Attchd","RFn",1,"TA","TA","Y","None","Normal",131400,1144,2
735,"RL",8978,"Corner","Gtl","Sawyer","Norm","Norm","1Fam","1Story","5","5",1968,1968,"Gable","CompShg","None",0,"TA","TA","No","Unf",0,"Unf",948,"TA","SBrkr",0,948,"TA",6,"Typ",0,"None","Attchd","Unf",1,"TA","TA","Y","None","Family",108000,948,1
736,"RM",10800,"Inside","Gtl","OldTown","Norm","Norm","1Fam","2.5Unf","7","7",1914,1970,"Gable","CompShg","None",0,"Gd","TA","Mn","Rec",390,"Unf",880,"Fa","SBrkr",888,1768,"TA",6,"Typ",2,"TA","Detchd","Unf",2,"TA","TA","N","None","Normal",163000,880,1.5
737,"RL",8544,"Inside","Gtl","NAmes","Norm","Norm","Duplex","1Story","3","4",1950,1950,"Gable","CompShg","None",0,"None","None","None","None",0,"None",0,"Gd","FuseF",0,1040,"TA",6,"Typ",0,"None","Detchd","Unf",2,"TA","TA","Y","None","Normal",93500,1040,2
738,"RL",10463,"CulDSac","Gtl","Gilbert","Norm","Norm","1Fam","2Story","8","5",2005,2005,"Gable","CompShg","None",0,"Gd","TA","No","Unf",0,"Unf",893,"Ex","SBrkr",900,1801,"Gd",8,"Typ",1,"Gd","Attchd","Fin",3,"TA","TA","Y","None","Normal",239900,901,2.5
739,"RL",10800,"Inside","Gtl","Edwards","Norm","Norm","Duplex","1Story","5","5",1987,1988,"Gable","CompShg","None",0,"Gd","Gd","Gd","GLQ",1200,"Unf",1200,"TA","SBrkr",0,1200,"TA",5,"Typ",0,"None","None","None",0,"None","None","Y","None","Alloca",179000,1200,6
740,"RL",9313,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story","7","5",2004,2004,"Gable","CompShg","None",0,"Gd","TA","No","Unf",0,"Unf",864,"Ex","SBrkr",864,1728,"Gd",7,"Typ",0,"None","Attchd","RFn",2,"TA","TA","Y","None","Normal",190000,864,2.5
741,"RM",9600,"Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story","5","7",1910,2002,"Gable","CompShg","None",0,"Fa","Fa","No","Unf",0,"Unf",264,"Ex","SBrkr",664,1432,"TA",7,"Typ",0,"None","Detchd","Unf",2,"TA","Gd","Y","None","Abnorml",132000,768,2
742,"RL",6768,"Inside","Gtl","Sawyer","Feedr","Norm","1Fam","1Story","6","8",1961,1996,"Hip","CompShg","None",0,"TA","TA","Mn","GLQ",832,"Unf",912,"Gd","SBrkr",0,912,"Gd",5,"Typ",0,"None","Detchd","Unf",1,"TA","TA","Y","None","Normal",142000,912,2.5
743,"RL",8450,"Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story","7","5",2000,2001,"Gable","CompShg","BrkFace",108,"Gd","TA","No","Unf",0,"Unf",1349,"Ex","SBrkr",0,1349,"TA",6,"Typ",0,"None","Attchd","Unf",2,"TA","TA","Y","None","Normal",179000,1349,2
744,"RL",12886,"Inside","Gtl","Sawyer","Norm","Norm","1Fam","SLvl","5","6",1963,1999,"Gable","CompShg","None",0,"Gd","TA","Av","ALQ",444,"Unf",520,"Ex","SBrkr",0,1464,"TA",6,"Min2",1,"TA","Attchd","RFn",2,"TA","TA","Y","None","Normal",175000,1464,2.5
745,"RL",5395,"Inside","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story","8","5",1993,1993,"Gable","CompShg","None",0,"Gd","TA","No","GLQ",733,"Unf",1337,"Gd","SBrkr",0,1337,"Gd",5,"Typ",1,"TA","Attchd","RFn",2,"TA","TA","Y","None","Normal",180000,1337,3
746,"RL",8963,"Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story","8","9",1976,1996,"Hip","CompShg","BrkFace",289,"TA","Gd","No","GLQ",575,"ALQ",1142,"Ex","SBrkr",1540,2715,"Gd",11,"Typ",2,"TA","BuiltIn","Fin",2,"TA","TA","Y","None","Normal",299800,1175,4
747,"RL",8795,"Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story","7","5",2000,2000,"Gable","CompShg","None",0,"Gd","TA","No","GLQ",300,"Unf",952,"Ex","SBrkr",1276,2256,"Gd",8,"Typ",1,"TA","BuiltIn","Fin",2,"TA","TA","Y","None","Normal",236000,980,2.5
748,"RM",11700,"Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story","7","7",1880,2003,"Mansard","CompShg","None",0,"TA","Fa","No","Unf",0,"Unf",1240,"TA","SBrkr",1320,2640,"Gd",8,"Typ",1,"Gd","Detchd","Unf",4,"TA","TA","N","None","Normal",265979,1320,1.5
749,"RL",10593,"Inside","Gtl","NoRidge","Norm","Norm","1Fam","1Story","7","5",1996,1996,"Hip","CompShg","BrkFace",338,"Gd","TA","No","GLQ",919,"Unf",1720,"Ex","SBrkr",0,1720,"Gd",7,"Typ",1,"TA","Attchd","Fin",2,"TA","TA","Y","None","Normal",260400,1720,3
750,"RL",8405,"Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin","4","3",1945,1950,"Gable","CompShg","None",0,"None","None","None","None",0,"None",0,"TA","FuseF",441,1529,"TA",9,"Mod",0,"None","Detchd","Unf",1,"TA","TA","N","None","Normal",98000,1088,2
751,"RM",8800,"Corner","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin","4","7",1910,2004,"Gable","CompShg","None",0,"TA","Fa","No","Unf",0,"Unf",576,"Gd","SBrkr",348,1140,"TA",7,"Min2",0,"None","None","None",0,"None","None","N","None","Normal",96500,792,1
752,"RL",7750,"Inside","Gtl","Gilbert","RRAn","Norm","1Fam","2Story","7","5",2003,2003,"Gable","CompShg","None",0,"Gd","TA","No","Unf",0,"Unf",660,"Ex","SBrkr",660,1320,"Gd",6,"Typ",0,"None","Attchd","Fin",2,"TA","TA","Y","None","Normal",162000,660,2.5
753,"RL",9236,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","6","5",1997,1997,"Gable","CompShg","None",0,"Gd","TA","Gd","GLQ",1200,"Unf",1479,"Ex","SBrkr",0,1494,"Gd",6,"Typ",0,"None","Attchd","RFn",2,"TA","TA","Y","None","Normal",217000,1494,3
754,"RL",10240,"Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story","8","5",2005,2005,"Gable","CompShg","BrkFace",178,"Gd","TA","Mn","Unf",0,"Unf",1030,"Gd","SBrkr",1060,2098,"Ex",8,"Typ",1,"Gd","Attchd","RFn",3,"TA","TA","Y","None","Normal",275500,1038,2.5
755,"RL",7930,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","6","8",1969,2005,"Gable","CompShg","None",0,"TA","TA","No","GLQ",439,"LwQ",1026,"Gd","SBrkr",0,1026,"Gd",5,"Typ",0,"None","Detchd","RFn",2,"TA","TA","Y","None","Normal",156000,1026,2
756,"FV",3230,"Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story","6","5",1999,1999,"Gable","CompShg","BrkFace",894,"Gd","TA","No","GLQ",381,"Unf",729,"Gd","SBrkr",729,1471,"TA",6,"Typ",0,"None","Detchd","Unf",2,"TA","TA","Y","None","Normal",172500,742,2.5
757,"RL",10769,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story","8","5",2007,2007,"Gable","CompShg","None",0,"Gd","TA","Av","GLQ",20,"Unf",866,"Ex","SBrkr",902,1768,"Gd",7,"Typ",0,"None","Attchd","RFn",2,"TA","TA","Y","None","Normal",212000,866,2.5
758,"RL",11616,"CulDSac","Gtl","Sawyer","Norm","Norm","1Fam","2Story","6","5",1978,1978,"Hip","CompShg","BrkCmn",328,"TA","TA","Mn","Rec",438,"Unf",672,"TA","SBrkr",714,1386,"TA",6,"Typ",1,"TA","Attchd","Fin",2,"TA","TA","Y","None","Abnorml",158900,672,2.5
759,"FV",2280,"Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story","7","5",1999,1999,"Gable","CompShg","BrkFace",360,"Gd","TA","No","ALQ",549,"Unf",744,"Gd","SBrkr",744,1501,"TA",6,"Typ",0,"None","Detchd","Unf",2,"TA","TA","Y","None","Normal",179400,757,2.5
760,"RL",12257,"Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story","8","5",1995,1995,"Gable","CompShg","BrkFace",513,"Gd","TA","Av","LwQ",56,"ALQ",1318,"Ex","SBrkr",1203,2531,"Gd",9,"Typ",1,"TA","Attchd","RFn",3,"TA","TA","Y","None","Normal",290000,1328,2.5
761,"RL",9100,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","6","6",1959,1959,"Hip","CompShg","None",0,"TA","TA","No","Rec",612,"Unf",864,"Ex","SBrkr",0,864,"TA",5,"Typ",0,"None","Detchd","Unf",1,"Ex","Ex","Y","None","Normal",127500,864,1
762,"RM",6911,"FR2","Gtl","BrkSide","Feedr","Norm","1Fam","1Story","5","5",1924,1950,"Gable","CompShg","None",0,"TA","TA","Mn","LwQ",405,"Unf",1145,"TA","SBrkr",0,1301,"Fa",5,"Min1",0,"None","Detchd","Unf",2,"TA","TA","Y","None","Normal",1e+05,1301,1
763,"FV",8640,"Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story","7","5",2009,2009,"Gable","CompShg","None",0,"Gd","TA","Mn","GLQ",24,"Unf",756,"Ex","SBrkr",783,1547,"Gd",7,"Typ",0,"None","Attchd","Unf",2,"TA","TA","Y","None","Normal",215200,764,2.5
764,"RL",9430,"Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story","8","5",1999,1999,"Gable","CompShg","BrkFace",673,"Gd","TA","Mn","GLQ",1163,"Unf",1252,"Ex","SBrkr",1097,2365,"Gd",8,"Typ",1,"Gd","Attchd","RFn",3,"TA","TA","Y","None","Normal",337000,1268,3.5
765,"RL",9549,"CulDSac","Gtl","Veenker","Norm","Norm","TwnhsE","1Story","8","5",1995,1996,"Hip","CompShg","None",0,"Gd","Gd","Av","LwQ",437,"GLQ",1494,"Ex","SBrkr",0,1494,"Ex",6,"Typ",1,"Gd","Attchd","Fin",2,"TA","TA","Y","None","Normal",270000,1494,2.5
766,"RL",14587,"Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story","9","5",2008,2008,"Gable","CompShg","Stone",284,"Gd","TA","No","Unf",0,"Unf",1498,"Ex","SBrkr",0,1506,"Ex",6,"Typ",1,"Gd","Attchd","Fin",2,"TA","TA","Y","None","Partial",264132,1506,2
767,"RL",10421,"Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story","7","5",1988,1988,"Gable","CompShg","BrkFace",42,"Gd","TA","No","GLQ",394,"Unf",980,"TA","SBrkr",734,1714,"TA",7,"Typ",1,"TA","Attchd","Unf",2,"TA","TA","Y","None","Normal",196500,980,2.5
768,"RL",12508,"Inside","Gtl","Mitchel","Norm","Norm","1Fam","1.5Fin","6","7",1940,1985,"Gable","CompShg","None",0,"Gd","TA","Mn","ALQ",660,"Unf",983,"Ex","SBrkr",767,1750,"TA",7,"Mod",0,"None","Attchd","Unf",1,"TA","TA","Y","None","Normal",160000,983,3
769,"RL",9100,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","7","5",2004,2005,"Hip","CompShg","None",0,"Gd","TA","No","GLQ",24,"Unf",1860,"Ex","SBrkr",0,1836,"Gd",8,"Typ",1,"Gd","Attchd","Fin",2,"TA","TA","Y","None","Normal",216837,1836,2
770,"RL",53504,"CulDSac","Mod","StoneBr","Norm","Norm","1Fam","2Story","8","5",2003,2003,"Hip","CompShg","BrkFace",603,"Gd","TA","Gd","ALQ",1416,"Unf",1650,"Ex","SBrkr",1589,3279,"Ex",12,"Mod",1,"Gd","BuiltIn","Fin",3,"TA","TA","Y","None","Normal",538000,1690,4.5
771,"RL",7252,"CulDSac","Gtl","Sawyer","Norm","Norm","1Fam","SFoyer","5","5",1982,1982,"Hip","CompShg","None",0,"Gd","TA","Av","GLQ",685,"Unf",858,"TA","SBrkr",0,858,"TA",5,"Typ",0,"None","Detchd","Unf",2,"TA","TA","Y","None","Normal",134900,858,2
772,"RL",8877,"Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story","4","5",1951,1951,"Gable","CompShg","None",0,"Fa","Fa","No","LwQ",836,"Unf",836,"TA","FuseF",0,1220,"TA",6,"Typ",0,"None","Detchd","Unf",2,"TA","TA","Y","None","Normal",102000,1220,1
773,"RL",7819,"Inside","Gtl","Edwards","Norm","Norm","1Fam","SLvl","6","5",1976,1976,"Gable","CompShg","None",0,"TA","TA","Av","ALQ",422,"BLQ",1029,"TA","SBrkr",0,1117,"TA",6,"Typ",1,"TA","Detchd","Unf",2,"TA","TA","Y","None","Abnorml",107000,1117,2
774,"RL",10150,"Inside","Gtl","NAmes","Feedr","Norm","1Fam","1Story","5","5",1958,1958,"Gable","CompShg","None",1,"TA","TA","No","Rec",456,"Unf",912,"Ex","FuseA",0,912,"TA",5,"Typ",0,"None","Attchd","RFn",1,"TA","TA","Y","None","Normal",114500,912,1
775,"RL",14226,"Corner","Gtl","NridgHt","Norm","Norm","1Fam","1Story","8","5",2006,2006,"Hip","CompShg","BrkFace",375,"Gd","TA","Av","Unf",0,"Unf",1935,"Gd","SBrkr",0,1973,"Gd",9,"Typ",1,"Gd","Attchd","Fin",3,"TA","TA","Y","None","Partial",395000,1973,2
776,"RM",4500,"FR2","Gtl","Mitchel","Norm","Norm","TwnhsE","1Story","6","5",1998,1998,"Hip","CompShg","BrkFace",320,"Ex","TA","No","GLQ",866,"Unf",1204,"Ex","SBrkr",0,1204,"TA",5,"Typ",0,"None","Attchd","Fin",2,"TA","TA","Y","None","Normal",162000,1204,3
777,"RL",11210,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","7","5",2005,2006,"Gable","CompShg","BrkFace",240,"Gd","TA","Av","GLQ",20,"Unf",1614,"Ex","SBrkr",0,1614,"Gd",7,"Typ",0,"None","Attchd","RFn",3,"TA","TA","Y","None","Partial",221500,1614,2
778,"RL",13350,"Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story","5","5",1974,1974,"Hip","CompShg","None",0,"TA","TA","No","ALQ",762,"Unf",864,"TA","SBrkr",0,894,"TA",5,"Typ",1,"Fa","Attchd","Unf",2,"TA","TA","Y","None","Normal",142500,894,2
779,"RH",8400,"Inside","Gtl","SawyerW","Feedr","Norm","Duplex","1Story","5","5",1977,1977,"Gable","CompShg","BrkFace",320,"None","None","None","None",0,"None",0,"TA","SBrkr",0,2020,"TA",10,"Typ",2,"TA","Detchd","Unf",2,"TA","TA","Y","None","Normal",144000,2020,2
780,"RL",10530,"Inside","Gtl","Mitchel","Norm","Norm","Duplex","SFoyer","6","5",1977,1977,"Gable","CompShg","BrkFace",90,"Gd","TA","Gd","GLQ",975,"Unf",975,"TA","SBrkr",0,1004,"TA",4,"Typ",0,"None","Attchd","Unf",2,"TA","TA","Y","None","Normal",135000,1004,2
781,"RL",7875,"Inside","Gtl","Gilbert","Norm","Norm","1Fam","1Story","7","5",1995,1996,"Gable","CompShg","BrkFace",38,"Gd","Gd","No","Unf",0,"Unf",1237,"Gd","SBrkr",0,1253,"TA",6,"Typ",1,"TA","Attchd","Fin",2,"TA","TA","Y","None","Normal",176000,1253,2
782,"RL",7153,"Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story","6","5",1992,1992,"Gable","CompShg","None",0,"Gd","TA","No","ALQ",387,"Unf",761,"Ex","SBrkr",793,1603,"Gd",7,"Typ",0,"None","Attchd","RFn",2,"TA","TA","Y","None","Normal",175900,810,2.5
783,"RL",16285,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","7","5",2001,2002,"Gable","CompShg","None",0,"Gd","TA","No","Unf",0,"Unf",1413,"Ex","SBrkr",0,1430,"Gd",6,"Typ",0,"None","Attchd","RFn",2,"TA","TA","Y","None","Normal",187100,1430,2
784,"RL",9101,"Corner","Gtl","Mitchel","Norm","Norm","1Fam","SFoyer","5","6",1978,1978,"Gable","CompShg","BrkFace",104,"Gd","TA","Av","GLQ",1097,"Unf",1097,"Ex","SBrkr",0,1110,"Gd",4,"Typ",1,"TA","Attchd","Fin",2,"TA","TA","Y","None","Normal",165500,1110,2
785,"RM",6300,"Inside","Gtl","OldTown","Norm","Norm","1Fam","2.5Unf","6","6",1914,2001,"Gable","CompShg","None",0,"TA","TA","No","Unf",0,"Unf",742,"Ex","SBrkr",742,1484,"TA",9,"Typ",1,"Gd","None","None",0,"None","None","Y","None","Normal",128000,742,2
786,"RL",9790,"Inside","Gtl","NWAmes","Feedr","Norm","1Fam","1Story","6","5",1967,1967,"Gable","CompShg","None",0,"TA","TA","No","Rec",251,"LwQ",1372,"TA","SBrkr",0,1342,"TA",7,"Typ",1,"Gd","Attchd","Unf",2,"TA","TA","Y","None","Normal",161500,1342,2
787,"RM",10800,"Inside","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin","5","6",1915,1950,"Gable","CompShg","None",0,"Fa","TA","No","LwQ",686,"Unf",686,"TA","SBrkr",686,1652,"TA",7,"Typ",0,"None","Detchd","Unf",1,"TA","TA","Y","None","Normal",139000,966,3
788,"RL",10142,"Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story","7","5",2004,2004,"Gable","CompShg","None",0,"Gd","TA","No","GLQ",656,"Unf",956,"Ex","SBrkr",1128,2084,"Gd",8,"Typ",0,"None","BuiltIn","RFn",2,"TA","TA","Y","None","Normal",233000,956,3.5
789,"RM",6000,"Corner","Gtl","OldTown","Norm","Norm","1Fam","1Story","4","7",1954,2000,"Gable","CompShg","None",0,"TA","TA","No","Unf",0,"Unf",901,"Ex","SBrkr",0,901,"TA",4,"Typ",0,"None","Detchd","Unf",1,"Fa","TA","Y","None","Normal",107900,901,1
790,"RL",12205,"Inside","Gtl","ClearCr","Norm","Norm","1Fam","2Story","6","8",1966,2007,"Gable","CompShg","BrkFace",157,"TA","Fa","Gd","LwQ",568,"Unf",832,"Gd","SBrkr",1111,2087,"Gd",9,"Typ",0,"None","Attchd","Fin",2,"TA","TA","Y","None","Normal",187500,976,2.5
791,"RL",3182,"Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story","7","5",2005,2006,"Gable","CompShg","BrkFace",11,"Gd","TA","No","GLQ",16,"Unf",1145,"Ex","SBrkr",0,1145,"Gd",5,"Typ",1,"Gd","Attchd","Fin",2,"TA","TA","Y","None","Normal",160200,1145,2
792,"RL",11333,"Corner","Gtl","Mitchel","Norm","Norm","1Fam","SLvl","6","5",1976,1976,"Gable","CompShg","None",0,"Gd","TA","Av","ALQ",539,"Unf",1029,"TA","SBrkr",0,1062,"TA",5,"Typ",2,"TA","Attchd","RFn",2,"TA","TA","Y","None","Normal",146800,1062,2
793,"RL",9920,"CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","2Story","7","5",1996,1997,"Gable","CompShg","None",0,"Gd","TA","Av","GLQ",862,"Unf",1117,"Ex","SBrkr",886,2013,"TA",8,"Typ",1,"TA","Attchd","Unf",2,"TA","TA","Y","None","Normal",269790,1127,3.5
794,"RL",9158,"Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story","8","5",2007,2007,"Gable","CompShg","Stone",140,"Gd","TA","Av","Unf",0,"Unf",1496,"Ex","SBrkr",0,1496,"Gd",7,"Typ",0,"None","Attchd","Fin",2,"TA","TA","Y","None","Partial",225000,1496,2
795,"RL",10832,"Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story","7","5",1994,1996,"Gable","CompShg","None",0,"Gd","TA","No","Unf",0,"Unf",712,"Ex","SBrkr",809,1895,"Gd",7,"Typ",1,"TA","Attchd","Fin",2,"TA","TA","Y","None","Normal",194500,1086,2.5
796,"RL",8400,"Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story","6","6",1980,1981,"Gable","CompShg","BrkFace",130,"Gd","TA","No","Unf",0,"Unf",650,"TA","SBrkr",676,1564,"TA",7,"Typ",1,"TA","Attchd","Unf",2,"TA","TA","Y","None","Normal",171000,888,2.5
797,"RL",8197,"Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story","6","5",1977,1977,"Gable","CompShg","BrkFace",148,"TA","TA","No","Unf",0,"Unf",660,"Ex","SBrkr",0,1285,"TA",7,"Typ",1,"TA","Attchd","RFn",2,"TA","TA","Y","None","Normal",143500,1285,1.5
798,"RL",7677,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","5","5",1953,1953,"Gable","CompShg","None",0,"TA","TA","No","BLQ",570,"Unf",773,"Gd","SBrkr",0,773,"TA",4,"Typ",0,"None","Attchd","Unf",1,"TA","TA","Y","None","Abnorml",110000,773,1
799,"RL",13518,"Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story","9","5",2008,2009,"Hip","CompShg","Stone",860,"Ex","TA","No","Unf",0,"Unf",1926,"Ex","SBrkr",1174,3140,"Ex",11,"Typ",2,"Gd","BuiltIn","Fin",3,"TA","TA","Y","None","Partial",485000,1966,3.5
800,"RL",7200,"Corner","Gtl","SWISU","Feedr","Norm","1Fam","1.5Fin","5","7",1937,1950,"Gable","CompShg","BrkFace",252,"Gd","TA","No","ALQ",569,"Unf",731,"Ex","SBrkr",787,1768,"Gd",7,"Typ",2,"TA","Detchd","Unf",1,"TA","TA","Y","None","Normal",175000,981,2.5
801,"RL",12798,"Inside","Mod","ClearCr","Feedr","Norm","1Fam","2Story","6","5",1997,1997,"Gable","CompShg","None",0,"Gd","TA","Gd","GLQ",462,"Unf",616,"Gd","SBrkr",1072,1688,"Gd",8,"Typ",0,"None","Attchd","RFn",2,"TA","TA","Y","None","Normal",2e+05,616,3.5
802,"RM",4800,"Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story","4","7",1916,1990,"Gable","CompShg","None",0,"TA","TA","No","LwQ",197,"Unf",1196,"Ex","FuseA",0,1196,"TA",5,"Typ",0,"None","Detchd","Unf",2,"TA","TA","Y","None","Normal",109900,1196,2
803,"RL",8199,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story","7","5",2005,2005,"Gable","CompShg","None",0,"Gd","TA","Av","GLQ",648,"Unf",728,"Ex","SBrkr",728,1456,"Gd",7,"Typ",1,"Gd","Attchd","Fin",2,"TA","TA","Y","None","Normal",189000,728,3.5
804,"RL",13891,"Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story","9","5",2008,2009,"Hip","CompShg","Stone",424,"Ex","TA","Gd","Unf",0,"Unf",1734,"Ex","SBrkr",1088,2822,"Ex",12,"Typ",1,"Gd","BuiltIn","RFn",3,"TA","TA","Y","None","Partial",582933,1734,3.5
805,"RL",9000,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","5","5",1954,1954,"Gable","CompShg","None",0,"TA","TA","No","LwQ",812,"Unf",936,"TA","SBrkr",0,1128,"TA",5,"Min1",0,"None","Attchd","Unf",1,"TA","TA","Y","None","Family",118000,1128,1
806,"RL",12274,"FR2","Gtl","Somerst","Norm","Norm","1Fam","1Story","7","5",2008,2008,"Gable","CompShg","Stone",256,"Gd","TA","No","Unf",0,"Unf",1417,"Ex","SBrkr",0,1428,"Ex",6,"Typ",0,"None","Attchd","RFn",2,"TA","TA","Y","None","Partial",227680,1428,2
807,"RL",9750,"Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl","5","5",1967,1967,"Gable","CompShg","None",0,"TA","TA","Av","ALQ",400,"Rec",980,"Gd","SBrkr",0,980,"TA",6,"Typ",0,"None","Attchd","Fin",1,"TA","TA","Y","None","Normal",135500,980,2
808,"RL",21384,"Inside","Gtl","BrkSide","Norm","Norm","1Fam","2Story","5","6",1923,2004,"Gable","CompShg","None",0,"TA","TA","Gd","GLQ",1309,"Unf",1324,"Ex","SBrkr",504,1576,"Gd",6,"Typ",1,"TA","Attchd","RFn",2,"TA","TA","Y","None","Normal",223500,1072,3.5
